canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,era
Wolfgang Amadeus Mozart,"Rondo in A Minor,  K. 511",validation,2011,midi/classical/CLA_052_Wolfgang_Amadeus_Mozart_Rondo_in_A_Minor_K_511.midi,audio/classical/CLA_052_Wolfgang_Amadeus_Mozart_Rondo_in_A_Minor_K_511.wav,500.82,Classical
Wolfgang Amadeus Mozart,Sonata K. 457,train,2006,midi/classical/CLA_053_Wolfgang_Amadeus_Mozart_Sonata_K_457.midi,audio/classical/CLA_053_Wolfgang_Amadeus_Mozart_Sonata_K_457.wav,937.04,Classical
Wolfgang Amadeus Mozart,"Sonata K. 457 in C minor, I. Allegro molto",train,2015,midi/classical/CLA_054_Wolfgang_Amadeus_Mozart_Sonata_K_457_in_C_minor_I.midi,audio/classical/CLA_054_Wolfgang_Amadeus_Mozart_Sonata_K_457_in_C_minor_I.wav,228.58,Classical
Wolfgang Amadeus Mozart,"Sonata in B-flat Major, K 333, First Movement",train,2008,midi/classical/CLA_055_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.midi,audio/classical/CLA_055_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.wav,299.1,Classical
Wolfgang Amadeus Mozart,"Sonata in B-flat Major, K. 281, First Movement",train,2011,midi/classical/CLA_056_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.midi,audio/classical/CLA_056_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.wav,183.09,Classical
Wolfgang Amadeus Mozart,"Sonata in B-flat Major, K. 333, 1st mov.",train,2013,midi/classical/CLA_057_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.midi,audio/classical/CLA_057_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.wav,307.33,Classical
Wolfgang Amadeus Mozart,"Sonata in B-flat Major, K. 333, I. Allegro",train,2017,midi/classical/CLA_058_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.midi,audio/classical/CLA_058_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.wav,301.94,Classical
Wolfgang Amadeus Mozart,"Sonata in B-flat Major, K. 570, 1st mov.",validation,2013,midi/classical/CLA_059_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.midi,audio/classical/CLA_059_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.wav,261.8,Classical
Wolfgang Amadeus Mozart,"Sonata in B-flat Major, K.281",train,2009,midi/classical/CLA_060_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.midi,audio/classical/CLA_060_Wolfgang_Amadeus_Mozart_Sonata_in_B-flat_Major_K_.wav,672.15,Classical
Wolfgang Amadeus Mozart,"Sonata in C Major, K 330, I. Allegro moderato",validation,2015,midi/classical/CLA_061_Wolfgang_Amadeus_Mozart_Sonata_in_C_Major_K_330_I.midi,audio/classical/CLA_061_Wolfgang_Amadeus_Mozart_Sonata_in_C_Major_K_330_I.wav,257.27,Classical
Wolfgang Amadeus Mozart,"Sonata in C Major, K279",train,2015,midi/classical/CLA_062_Wolfgang_Amadeus_Mozart_Sonata_in_C_Major_K279.midi,audio/classical/CLA_062_Wolfgang_Amadeus_Mozart_Sonata_in_C_Major_K279.wav,598.59,Classical
Wolfgang Amadeus Mozart,"Sonata in C Minor K457, First Movement",train,2008,midi/classical/CLA_063_Wolfgang_Amadeus_Mozart_Sonata_in_C_Minor_K457_Fi.midi,audio/classical/CLA_063_Wolfgang_Amadeus_Mozart_Sonata_in_C_Minor_K457_Fi.wav,230.64,Classical
Wolfgang Amadeus Mozart,"Sonata in C Minor, K. 457",train,2018,midi/classical/CLA_064_Wolfgang_Amadeus_Mozart_Sonata_in_C_Minor_K_457.midi,audio/classical/CLA_064_Wolfgang_Amadeus_Mozart_Sonata_in_C_Minor_K_457.wav,1070.45,Classical
Wolfgang Amadeus Mozart,"Sonata in C Minor, K. 457, 1st mov.",train,2013,midi/classical/CLA_065_Wolfgang_Amadeus_Mozart_Sonata_in_C_Minor_K_457_1.midi,audio/classical/CLA_065_Wolfgang_Amadeus_Mozart_Sonata_in_C_Minor_K_457_1.wav,239.55,Classical
Wolfgang Amadeus Mozart,Sonata in D Major K576,train,2018,midi/classical/CLA_066_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K576.midi,audio/classical/CLA_066_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K576.wav,803.47,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K 284, First Movement",train,2008,midi/classical/CLA_067_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_284_F.midi,audio/classical/CLA_067_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_284_F.wav,267.5,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K 576, First Movement",test,2008,midi/classical/CLA_068_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_F.midi,audio/classical/CLA_068_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_F.wav,236.25,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K. 284, First Movement",train,2011,midi/classical/CLA_069_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_284_F.midi,audio/classical/CLA_069_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_284_F.wav,205.24,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K. 311",train,2009,midi/classical/CLA_070_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_311.midi,audio/classical/CLA_070_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_311.wav,910.28,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K. 576 (Complete)",train,2014,midi/classical/CLA_071_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_C.midi,audio/classical/CLA_071_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_C.wav,790.82,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K. 576, I - Allegro",train,2013,midi/classical/CLA_072_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_I.midi,audio/classical/CLA_072_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_I.wav,214.96,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K. 576, II - Adagio",validation,2013,midi/classical/CLA_073_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_I.midi,audio/classical/CLA_073_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_576_I.wav,285.36,Classical
Wolfgang Amadeus Mozart,"Sonata in D Major, K.311",train,2009,midi/classical/CLA_074_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_311.midi,audio/classical/CLA_074_Wolfgang_Amadeus_Mozart_Sonata_in_D_Major_K_311.wav,792.42,Classical
Wolfgang Amadeus Mozart,"Sonata in D-Major, K. 311, First Movement",train,2011,midi/classical/CLA_075_Wolfgang_Amadeus_Mozart_Sonata_in_D-Major_K_311_F.midi,audio/classical/CLA_075_Wolfgang_Amadeus_Mozart_Sonata_in_D-Major_K_311_F.wav,194.1,Classical
Wolfgang Amadeus Mozart,Sonata in F,train,2006,midi/classical/CLA_076_Wolfgang_Amadeus_Mozart_Sonata_in_F.midi,audio/classical/CLA_076_Wolfgang_Amadeus_Mozart_Sonata_in_F.wav,1075.49,Classical
Wolfgang Amadeus Mozart,Sonata in F K332,train,2006,midi/classical/CLA_077_Wolfgang_Amadeus_Mozart_Sonata_in_F_K332.midi,audio/classical/CLA_077_Wolfgang_Amadeus_Mozart_Sonata_in_F_K332.wav,901.96,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K 332 (Complete)",train,2015,midi/classical/CLA_078_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K_332_C.midi,audio/classical/CLA_078_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K_332_C.wav,908.79,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K 332 (Complete)",train,2015,midi/classical/CLA_079_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K_332_C.midi,audio/classical/CLA_079_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K_332_C.wav,832.53,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K. 280, 1st mov.",train,2013,midi/classical/CLA_080_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K_280_1.midi,audio/classical/CLA_080_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K_280_1.wav,192.61,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K280",train,2004,midi/classical/CLA_081_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K280.midi,audio/classical/CLA_081_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K280.wav,245.32,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K280",train,2004,midi/classical/CLA_082_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K280.midi,audio/classical/CLA_082_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K280.wav,241.47,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K280",train,2004,midi/classical/CLA_083_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K280.midi,audio/classical/CLA_083_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K280.wav,114.7,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K533",test,2004,midi/classical/CLA_084_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K533.midi,audio/classical/CLA_084_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K533.wav,1139.2,Classical
Wolfgang Amadeus Mozart,"Sonata in F Major, K533/K494",test,2018,midi/classical/CLA_085_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K533_K4.midi,audio/classical/CLA_085_Wolfgang_Amadeus_Mozart_Sonata_in_F_Major_K533_K4.wav,1068.75,Classical
Wolfgang Amadeus Mozart,"Twelve Variations, K179 (189a)",train,2004,midi/classical/CLA_086_Wolfgang_Amadeus_Mozart_Twelve_Variations_K179_18.midi,audio/classical/CLA_086_Wolfgang_Amadeus_Mozart_Twelve_Variations_K179_18.wav,630.27,Classical
Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",validation,2017,midi/classical/CLA_087_Ludwig_van_Beethoven_Sonata_No_21_Op_53_Waldst.midi,audio/classical/CLA_087_Ludwig_van_Beethoven_Sonata_No_21_Op_53_Waldst.wav,637.07,Classical
Ludwig van Beethoven,"Sonata No. 7, Op. 10 No. 3 in D Major, I. Presto",train,2017,midi/classical/CLA_088_Ludwig_van_Beethoven_Sonata_No_7_Op_10_No_3_in.midi,audio/classical/CLA_088_Ludwig_van_Beethoven_Sonata_No_7_Op_10_No_3_in.wav,304.53,Classical
Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor ""Tempest"", I. Largo-Allegro",test,2017,midi/classical/CLA_089_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.midi,audio/classical/CLA_089_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.wav,355.35,Classical
Ludwig van Beethoven,"Sonata No. 16 in G Major, Op. 31 No. 1, First movement",train,2008,midi/classical/CLA_090_Ludwig_van_Beethoven_Sonata_No_16_in_G_Major_O.midi,audio/classical/CLA_090_Ludwig_van_Beethoven_Sonata_No_16_in_G_Major_O.wav,277.58,Classical
Ludwig van Beethoven,"Sonata No. 21 in C major, Op. 53, 1st mov.",train,2013,midi/classical/CLA_091_Ludwig_van_Beethoven_Sonata_No_21_in_C_major_O.midi,audio/classical/CLA_091_Ludwig_van_Beethoven_Sonata_No_21_in_C_major_O.wav,507.0,Classical
Ludwig van Beethoven,"Thirty-Two Variaions in C Minor, WoO80",train,2011,midi/classical/CLA_092_Ludwig_van_Beethoven_Thirty-Two_Variaions_in_C.midi,audio/classical/CLA_092_Ludwig_van_Beethoven_Thirty-Two_Variaions_in_C.wav,582.6,Classical
Ludwig van Beethoven,"Sonata No. 18 in E-flat Major, Op. 31 No. 3, First Movement",train,2008,midi/classical/CLA_093_Ludwig_van_Beethoven_Sonata_No_18_in_E-flat_Ma.midi,audio/classical/CLA_093_Ludwig_van_Beethoven_Sonata_No_18_in_E-flat_Ma.wav,351.67,Classical
Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110 (Complete)",train,2014,midi/classical/CLA_094_Ludwig_van_Beethoven_Sonata_No_31_in_A-flat_Ma.midi,audio/classical/CLA_094_Ludwig_van_Beethoven_Sonata_No_31_in_A-flat_Ma.wav,1063.92,Classical
Ludwig van Beethoven,"Sonata No. 27 in E Minor, Op. 90, First Movement",train,2008,midi/classical/CLA_095_Ludwig_van_Beethoven_Sonata_No_27_in_E_Minor_O.midi,audio/classical/CLA_095_Ludwig_van_Beethoven_Sonata_No_27_in_E_Minor_O.wav,308.54,Classical
Ludwig van Beethoven,"Sonata No. 16 in G Major, Op. 31 No. 1, First Movement",test,2008,midi/classical/CLA_096_Ludwig_van_Beethoven_Sonata_No_16_in_G_Major_O.midi,audio/classical/CLA_096_Ludwig_van_Beethoven_Sonata_No_16_in_G_Major_O.wav,283.81,Classical
Ludwig van Beethoven,"Sonata No. 11 in E-flat Major, Op. 22 (Complete)",train,2014,midi/classical/CLA_097_Ludwig_van_Beethoven_Sonata_No_11_in_E-flat_Ma.midi,audio/classical/CLA_097_Ludwig_van_Beethoven_Sonata_No_11_in_E-flat_Ma.wav,1320.41,Classical
Ludwig van Beethoven,"Sonata in D minor, Op. 31, No. 2",train,2004,midi/classical/CLA_098_Ludwig_van_Beethoven_Sonata_in_D_minor_Op_31_N.midi,audio/classical/CLA_098_Ludwig_van_Beethoven_Sonata_in_D_minor_Op_31_N.wav,781.78,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,midi/classical/CLA_099_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_099_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,598.05,Classical
Ludwig van Beethoven,"Sonata No. 31 in A-Flat Major, Op. 110 (Complete)",train,2014,midi/classical/CLA_100_Ludwig_van_Beethoven_Sonata_No_31_in_A-Flat_Ma.midi,audio/classical/CLA_100_Ludwig_van_Beethoven_Sonata_No_31_in_A-Flat_Ma.wav,1137.44,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,midi/classical/CLA_101_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_101_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,607.64,Classical
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, ""Waldstein"", First Movement",train,2011,midi/classical/CLA_102_Ludwig_van_Beethoven_Sonata_No_21_in_C_Major_O.midi,audio/classical/CLA_102_Ludwig_van_Beethoven_Sonata_No_21_in_C_Major_O.wav,521.56,Classical
Ludwig van Beethoven,"Sonata No. 26 in 3-flat Major, Op. 81a (2nd & 3rd Movements)",train,2004,midi/classical/CLA_103_Ludwig_van_Beethoven_Sonata_No_26_in_3-flat_Ma.midi,audio/classical/CLA_103_Ludwig_van_Beethoven_Sonata_No_26_in_3-flat_Ma.wav,316.57,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,midi/classical/CLA_104_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_104_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,679.71,Classical
Ludwig van Beethoven,"Sonata No. 18 in E-flat Major, Op. 31 No. 3, First Movement",train,2008,midi/classical/CLA_105_Ludwig_van_Beethoven_Sonata_No_18_in_E-flat_Ma.midi,audio/classical/CLA_105_Ludwig_van_Beethoven_Sonata_No_18_in_E-flat_Ma.wav,352.35,Classical
Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57, First movement",train,2011,midi/classical/CLA_106_Ludwig_van_Beethoven_Sonata_No_23_in_F_Minor_O.midi,audio/classical/CLA_106_Ludwig_van_Beethoven_Sonata_No_23_in_F_Minor_O.wav,568.35,Classical
Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3, First Movement",train,2011,midi/classical/CLA_107_Ludwig_van_Beethoven_Sonata_No_7_in_D_Major_Op.midi,audio/classical/CLA_107_Ludwig_van_Beethoven_Sonata_No_7_in_D_Major_Op.wav,278.13,Classical
Ludwig van Beethoven,"Thirty-Two Variaions in C Minor, WoO80",train,2011,midi/classical/CLA_108_Ludwig_van_Beethoven_Thirty-Two_Variaions_in_C.midi,audio/classical/CLA_108_Ludwig_van_Beethoven_Thirty-Two_Variaions_in_C.wav,630.74,Classical
Ludwig van Beethoven,"Sonata No. 11 in B-flat Major, Op. 22, I. Allegro con brio",train,2015,midi/classical/CLA_109_Ludwig_van_Beethoven_Sonata_No_11_in_B-flat_Ma.midi,audio/classical/CLA_109_Ludwig_van_Beethoven_Sonata_No_11_in_B-flat_Ma.wav,318.44,Classical
Ludwig van Beethoven,"Sonata No. 27, Op. 90, I. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck",train,2017,midi/classical/CLA_110_Ludwig_van_Beethoven_Sonata_No_27_Op_90_I_Mit_.midi,audio/classical/CLA_110_Ludwig_van_Beethoven_Sonata_No_27_Op_90_I_Mit_.wav,318.42,Classical
Ludwig van Beethoven,"Sonata No. 18 in E-flat Major, Op. 31, No. 3 (Complete)",validation,2014,midi/classical/CLA_111_Ludwig_van_Beethoven_Sonata_No_18_in_E-flat_Ma.midi,audio/classical/CLA_111_Ludwig_van_Beethoven_Sonata_No_18_in_E-flat_Ma.wav,1206.22,Classical
Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3",train,2018,midi/classical/CLA_112_Ludwig_van_Beethoven_Sonata_No_7_in_D_Major_Op.midi,audio/classical/CLA_112_Ludwig_van_Beethoven_Sonata_No_7_in_D_Major_Op.wav,1254.06,Classical
Ludwig van Beethoven,"Sonata No. 26 in E-flat Major, Op. 81a, I. Das Lebewohl. Adagio - Allegro",test,2015,midi/classical/CLA_113_Ludwig_van_Beethoven_Sonata_No_26_in_E-flat_Ma.midi,audio/classical/CLA_113_Ludwig_van_Beethoven_Sonata_No_26_in_E-flat_Ma.wav,407.46,Classical
Ludwig van Beethoven,Sonata Op. 101,train,2006,midi/classical/CLA_114_Ludwig_van_Beethoven_Sonata_Op_101.midi,audio/classical/CLA_114_Ludwig_van_Beethoven_Sonata_Op_101.wav,1256.11,Classical
Ludwig van Beethoven,"Sonata in D minor, Op. 31, No. 2",train,2004,midi/classical/CLA_115_Ludwig_van_Beethoven_Sonata_in_D_minor_Op_31_N.midi,audio/classical/CLA_115_Ludwig_van_Beethoven_Sonata_in_D_minor_Op_31_N.wav,497.07,Classical
Ludwig van Beethoven,"Sonata No. 10 in G Major, Op. 14 No. 2, First Movement",train,2011,midi/classical/CLA_116_Ludwig_van_Beethoven_Sonata_No_10_in_G_Major_O.midi,audio/classical/CLA_116_Ludwig_van_Beethoven_Sonata_No_10_in_G_Major_O.wav,278.94,Classical
Ludwig van Beethoven,"Bagtellen, Op.126",train,2009,midi/classical/CLA_117_Ludwig_van_Beethoven_Bagtellen_Op_126.midi,audio/classical/CLA_117_Ludwig_van_Beethoven_Bagtellen_Op_126.wav,1136.37,Classical
Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor ""Tempest"", I. Largo-Allegro",train,2017,midi/classical/CLA_118_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.midi,audio/classical/CLA_118_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.wav,380.42,Classical
Ludwig van Beethoven,"Thirty-Two Variations  in C Minor, WoO 80",validation,2015,midi/classical/CLA_119_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_119_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,649.67,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2008,midi/classical/CLA_120_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_120_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,618.5,Classical
Ludwig van Beethoven,"Sonata No. 16 Op. 31 No. 1 in G Major, I. Allegro vivace",train,2017,midi/classical/CLA_121_Ludwig_van_Beethoven_Sonata_No_16_Op_31_No_1_i.midi,audio/classical/CLA_121_Ludwig_van_Beethoven_Sonata_No_16_Op_31_No_1_i.wav,281.44,Classical
Ludwig van Beethoven,"Sonata No. 11 in B-flat Major, Op. 22, I. Allegro con brio",train,2015,midi/classical/CLA_122_Ludwig_van_Beethoven_Sonata_No_11_in_B-flat_Ma.midi,audio/classical/CLA_122_Ludwig_van_Beethoven_Sonata_No_11_in_B-flat_Ma.wav,336.26,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,midi/classical/CLA_123_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_123_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,599.89,Classical
Ludwig van Beethoven,"Sonata No. 32 in C minor, Op. 111",train,2018,midi/classical/CLA_124_Ludwig_van_Beethoven_Sonata_No_32_in_C_minor_O.midi,audio/classical/CLA_124_Ludwig_van_Beethoven_Sonata_No_32_in_C_minor_O.wav,1590.1,Classical
Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 (Complete)",train,2014,midi/classical/CLA_125_Ludwig_van_Beethoven_Sonata_No_28_in_A_Major_O.midi,audio/classical/CLA_125_Ludwig_van_Beethoven_Sonata_No_28_in_A_Major_O.wav,1201.08,Classical
Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57 (Complete)",train,2015,midi/classical/CLA_126_Ludwig_van_Beethoven_Sonata_No_23_in_F_Minor_O.midi,audio/classical/CLA_126_Ludwig_van_Beethoven_Sonata_No_23_in_F_Minor_O.wav,1251.29,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",test,2017,midi/classical/CLA_127_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_127_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,604.84,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2013,midi/classical/CLA_128_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_128_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,663.11,Classical
Ludwig van Beethoven,"Sonata in C Major, Op. 2 No. 3, 1st mov.",train,2013,midi/classical/CLA_129_Ludwig_van_Beethoven_Sonata_in_C_Major_Op_2_No.midi,audio/classical/CLA_129_Ludwig_van_Beethoven_Sonata_in_C_Major_Op_2_No.wav,422.97,Classical
Ludwig van Beethoven,"15 Variations and Fugue in Eb on an Original Theme ('Eroica Variations'), Op.35",train,2004,midi/classical/CLA_130_Ludwig_van_Beethoven_15_Variations_and_Fugue_i.midi,audio/classical/CLA_130_Ludwig_van_Beethoven_15_Variations_and_Fugue_i.wav,1402.55,Classical
Ludwig van Beethoven,"Sonata in E Major, Op. 14, No. 1",validation,2009,midi/classical/CLA_131_Ludwig_van_Beethoven_Sonata_in_E_Major_Op_14_N.midi,audio/classical/CLA_131_Ludwig_van_Beethoven_Sonata_in_E_Major_Op_14_N.wav,753.74,Classical
Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2013,midi/classical/CLA_132_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.midi,audio/classical/CLA_132_Ludwig_van_Beethoven_Thirty-Two_Variations_in_.wav,602.16,Classical
Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor ""Tempest"", I. Largo-Allegro",train,2017,midi/classical/CLA_133_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.midi,audio/classical/CLA_133_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.wav,384.56,Classical
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, I. Allegro con brio",train,2015,midi/classical/CLA_134_Ludwig_van_Beethoven_Sonata_No_21_in_C_Major_O.midi,audio/classical/CLA_134_Ludwig_van_Beethoven_Sonata_No_21_in_C_Major_O.wav,484.23,Classical
Ludwig van Beethoven,Sonata Op. 54 in F Major,train,2004,midi/classical/CLA_135_Ludwig_van_Beethoven_Sonata_Op_54_in_F_Major.midi,audio/classical/CLA_135_Ludwig_van_Beethoven_Sonata_Op_54_in_F_Major.wav,534.52,Classical
Ludwig van Beethoven,"Sonata No. 17 in D minor, Op. 31 No. 2, 1st mov.",train,2013,midi/classical/CLA_136_Ludwig_van_Beethoven_Sonata_No_17_in_D_minor_O.midi,audio/classical/CLA_136_Ludwig_van_Beethoven_Sonata_No_17_in_D_minor_O.wav,340.15,Classical
Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor ""Tempest"", I. Largo-Allegro",train,2017,midi/classical/CLA_137_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.midi,audio/classical/CLA_137_Ludwig_van_Beethoven_Sonata_No_17_Op_31_No_2_i.wav,376.12,Classical
Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, First Movement",train,2011,midi/classical/CLA_138_Ludwig_van_Beethoven_Sonata_No_17_in_D_Minor_O.midi,audio/classical/CLA_138_Ludwig_van_Beethoven_Sonata_No_17_in_D_Minor_O.wav,360.05,Classical
Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110, First movement",train,2011,midi/classical/CLA_139_Ludwig_van_Beethoven_Sonata_No_31_in_A-flat_Ma.midi,audio/classical/CLA_139_Ludwig_van_Beethoven_Sonata_No_31_in_A-flat_Ma.wav,397.22,Classical
Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 (Complete)",train,2014,midi/classical/CLA_140_Ludwig_van_Beethoven_Sonata_No_28_in_A_Major_O.midi,audio/classical/CLA_140_Ludwig_van_Beethoven_Sonata_No_28_in_A_Major_O.wav,1162.39,Classical
Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",test,2017,midi/classical/CLA_141_Ludwig_van_Beethoven_Sonata_No_21_Op_53_Waldst.midi,audio/classical/CLA_141_Ludwig_van_Beethoven_Sonata_No_21_Op_53_Waldst.wav,473.19,Classical
Ludwig van Beethoven,"Sonata No. 15 in D Major, Op. 28, I. Allegro",validation,2017,midi/classical/CLA_142_Ludwig_van_Beethoven_Sonata_No_15_in_D_Major_O.midi,audio/classical/CLA_142_Ludwig_van_Beethoven_Sonata_No_15_in_D_Major_O.wav,454.74,Classical
Ludwig van Beethoven,"Sonata No. 7, Op. 10 No. 3 in D Major, I. Presto",test,2017,midi/classical/CLA_143_Ludwig_van_Beethoven_Sonata_No_7_Op_10_No_3_in.midi,audio/classical/CLA_143_Ludwig_van_Beethoven_Sonata_No_7_Op_10_No_3_in.wav,289.1,Classical
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, First Movement",train,2008,midi/classical/CLA_144_Ludwig_van_Beethoven_Sonata_No_21_in_C_Major_O.midi,audio/classical/CLA_144_Ludwig_van_Beethoven_Sonata_No_21_in_C_Major_O.wav,481.75,Classical
Ludwig van Beethoven,"Sonata No. 23, Op. 57 in F Minor, ""Appassionata"", I. Allegro assai",train,2017,midi/classical/CLA_145_Ludwig_van_Beethoven_Sonata_No_23_Op_57_in_F_M.midi,audio/classical/CLA_145_Ludwig_van_Beethoven_Sonata_No_23_Op_57_in_F_M.wav,515.41,Classical
